0
0,1101989
0,1510112
0,1815727
0,2069383
0,2290293
0,2488184
0,266878
0,2835782
0,299174
0,3138505
0,3277462
0,3409685
0,3536024
0,3657165
0,3773673
0,3886016
0,3994591
0,4099734
0,4201738
0,4300853
0,43973
0,4491273
0,4582943
0,4672465
0,4759974
0,4845594
0,4929436
0,50116
0,5092179
0,5171256
0,5248908
0,5325205
0,5400213
0,5473991
0,5546594
0,5618075
0,568848
0,5757855
0,5826241
0,5893677
0,59602
0,6025844
0,609064
0,615462
0,6217811
0,6280241
0,6341935
0,6402917
0,6463209
0,6522835
0,6581813
0,6640164
0,6697906
0,6755057
0,6811633
0,6867651
0,6923126
0,6978073
0,7032505
0,7086436
0,7139879
0,7192847
0,724535
0,7297401
0,734901
0,7400187
0,7450944
0,7501289
0,7551231
0,7600781
0,7649946
0,7698734
0,7747155
0,7795215
0,7842922
0,7890283
0,7937305
0,7983996
0,8030361
0,8076407
0,812214
0,8167567
0,8212692
0,8257521
0,830206
0,8346315
0,839029
0,8433989
0,8477419
0,8520584
0,8563487
0,8606134
0,864853
0,8690677
0,873258
0,8774243
0,8815671
0,8856866
0,8897832
0,8938573
0,8979093
0,9019394
0,905948
0,9099355
0,9139022
0,9178482
0,921774
0,9256799
0,929566
0,9334328
0,9372804
0,9411092
0,9449194
0,9487112
0,952485
0,9562408
0,9599791
0,9636999
0,9674037
0,9710904
0,9747605
0,978414
0,9820513
0,9856724
0,9892777
0,9928672
0,9964412
