0
0,08041656
0,1101989
0,1325009
0,1510112
0,1671318
0,1815727
0,1947516
0,2069383
0,2183193
0,2290293
0,2391695
0,2488184
0,2580378
0,266878
0,27538
0,2835782
0,2915013
0,299174
0,3066176
0,3138505
0,3208886
0,3277462
0,3344357
0,3409685
0,3473544
0,3536024
0,3597206
0,3657165
0,3715967
0,3773673
0,3830339
0,3886016
0,3940752
0,3994591
0,4047572
0,4099734
0,4151112
0,4201738
0,4251642
0,4300853
0,4349397
0,43973
0,4444584
0,4491273
0,4537386
0,4582943
0,4627964
0,4672465
0,4716463
0,4759974
0,4803013
0,4845594
0,488773
0,4929436
0,4970722
0,50116
0,5052083
0,5092179
0,51319
0,5171256
0,5210256
0,5248908
0,5287222
0,5325205
0,5362867
0,5400213
0,5437253
0,5473991
0,5510436
0,5546594
0,5582472
0,5618075
0,5653409
0,568848
0,5723294
0,5757855
0,579217
0,5826241
0,5860076
0,5893677
0,5927051
0,59602
0,599313
0,6025844
0,6058346
0,609064
0,612273
0,615462
0,6186312
0,6217811
0,624912
0,6280241
0,6311178
0,6341935
0,6372513
0,6402917
0,6433148
0,6463209
0,6493104
0,6522835
0,6552404
0,6581813
0,6611066
0,6640164
0,666911
0,6697906
0,6726554
0,6755057
0,6783416
0,6811633
0,6839711
0,6867651
0,6895455
0,6923126
0,6950665
0,6978073
0,7005352
0,7032505
0,7059532
0,7086436
0,7113218
0,7139879
0,7166421
0,7192847
0,7219155
0,724535
0,7271431
0,7297401
0,732326
0,734901
0,7374652
0,7400187
0,7425618
0,7450944
0,7476167
0,7501289
0,752631
0,7551231
0,7576055
0,7600781
0,7625411
0,7649946
0,7674387
0,7698734
0,772299
0,7747155
0,7771229
0,7795215
0,7819112
0,7842922
0,7866645
0,7890283
0,7913836
0,7937305
0,7960691
0,7983996
0,8007218
0,8030361
0,8053423
0,8076407
0,8099312
0,812214
0,8144891
0,8167567
0,8190166
0,8212692
0,8235143
0,8257521
0,8279827
0,830206
0,8324223
0,8346315
0,8368337
0,839029
0,8412173
0,8433989
0,8455738
0,8477419
0,8499034
0,8520584
0,8542067
0,8563487
0,8584843
0,8606134
0,8627363
0,864853
0,8669634
0,8690677
0,8711658
0,873258
0,8753441
0,8774243
0,8794986
0,8815671
0,8836297
0,8856866
0,8877377
0,8897832
0,8918231
0,8938573
0,8958861
0,8979093
0,8999271
0,9019394
0,9039464
0,905948
0,9079444
0,9099355
0,9119214
0,9139022
0,9158777
0,9178482
0,9198136
0,921774
0,9237294
0,9256799
0,9276254
0,929566
0,9315018
0,9334328
0,935359
0,9372804
0,9391972
0,9411092
0,9430166
0,9449194
0,9468176
0,9487112
0,9506003
0,952485
0,9543651
0,9562408
0,9581121
0,9599791
0,9618417
0,9636999
0,9655539
0,9674037
0,9692491
0,9710904
0,9729275
0,9747605
0,9765893
0,978414
0,9802347
0,9820513
0,9838638
0,9856724
0,987477
0,9892777
0,9910744
0,9928672
0,9946561
0,9964412
0,9982225
